"","preds.futureS","week","year","location"
"Rifle River.X2012.05.12",21.6718078613281,20,2012,"rifle"
"Rifle River.X2012.05.19",18.9555297851563,21,2012,"rifle"
"Rifle River.X2012.05.26",24.4062133789063,22,2012,"rifle"
"Rifle River.X2012.06.02",30.0104614257813,23,2012,"rifle"
"Rifle River.X2012.06.09",31.8984924316406,24,2012,"rifle"
"Rifle River.X2012.06.16",28.3549133300781,25,2012,"rifle"
"Rifle River.X2012.06.23",27.5031677246094,26,2012,"rifle"
"Rifle River.X2012.06.30",30.8238464355469,27,2012,"rifle"
"Rifle River.X2012.07.07",31.14443359375,28,2012,"rifle"
"Rifle River.X2012.07.14",32.2714477539063,29,2012,"rifle"
"Rifle River.X2012.07.21",28.8655334472656,30,2012,"rifle"
"Rifle River.X2012.07.28",29.5249572753906,31,2012,"rifle"
"Rifle River.X2012.08.04",28.7560668945313,32,2012,"rifle"
"Rifle River.X2012.08.11",23.3319030761719,33,2012,"rifle"
"Rifle River.X2012.08.18",21.9249816894531,34,2012,"rifle"
"Rifle River.X2012.08.25",20.5322204589844,35,2012,"rifle"
"Rifle River.X2012.09.01",20.1730590820313,36,2012,"rifle"
"Rifle River.X2012.09.08",19.9200988769531,37,2012,"rifle"
"Rifle River.X2012.09.15",16.3198791503906,38,2012,"rifle"
"Rifle River.X2012.09.22",13.9120422363281,39,2012,"rifle"
"Rifle River.X2012.09.29",11.8711791992188,40,2012,"rifle"
"Rifle River.X2012.10.06",13.0286193847656,41,2012,"rifle"
"Rifle River.X2012.10.13",15.6518493652344,42,2012,"rifle"
"Rifle River.X2012.10.20",14.5497680664063,43,2012,"rifle"
"Rifle River.X2012.10.27",12.3020568847656,44,2012,"rifle"
"Rifle River.X2012.11.03",8.91561279296877,45,2012,"rifle"
"Rifle River.X2012.11.10",11.4097839355469,46,2012,"rifle"
"Rifle River.X2012.11.17",7.15776977539065,47,2012,"rifle"
"Rifle River.X2012.11.24",6.3882995605469,48,2012,"rifle"
"Rifle River.X2012.12.01",2.15801391601565,49,2012,"rifle"
"Rifle River.X2012.12.08",4.43697509765627,50,2012,"rifle"
"Rifle River.X2012.12.15",6.21273193359377,51,2012,"rifle"
"Rifle River.X2012.12.22",4.33559570312502,52,2012,"rifle"
"Rifle River.X2012.12.29",1.63909301757815,53,2012,"rifle"
"Rifle River.X2013.01.07",0.602777099609398,2,2013,"rifle"
"Rifle River.X2013.01.14",0.453576660156273,3,2013,"rifle"
"Rifle River.X2013.01.21",0.269891357421898,4,2013,"rifle"
"Rifle River.X2013.01.28",0.130090332031273,5,2013,"rifle"
"Rifle River.X2013.02.04",0.116723632812523,6,2013,"rifle"
"Rifle River.X2013.02.11",1.15313110351565,7,2013,"rifle"
"Rifle River.X2013.02.18",1.30532226562502,8,2013,"rifle"
"Rifle River.X2013.02.25",0.677880859375023,9,2013,"rifle"
"Rifle River.X2013.03.04",4.0642028808594,10,2013,"rifle"
"Rifle River.X2013.03.11",2.68697509765627,11,2013,"rifle"
"Rifle River.X2013.03.18",2.91558227539065,12,2013,"rifle"
"Rifle River.X2013.03.25",3.9410339355469,13,2013,"rifle"
"Rifle River.X2013.04.01",7.3542419433594,14,2013,"rifle"
"Rifle River.X2013.04.08",10.8939453125,15,2013,"rifle"
"Rifle River.X2013.04.15",15.7321411132813,16,2013,"rifle"
"Rifle River.X2013.04.22",15.2582336425781,17,2013,"rifle"
"Rifle River.X2013.04.29",16.5566040039063,18,2013,"rifle"
"Rifle River.X2013.05.06",17.9011474609375,19,2013,"rifle"
"Rifle River.X2013.05.13",18.8864379882813,20,2013,"rifle"
"Rifle River.X2013.05.20",19.5971008300781,21,2013,"rifle"
"Rifle River.X2013.05.27",19.8738952636719,22,2013,"rifle"
"Rifle River.X2013.06.03",21.0382019042969,23,2013,"rifle"
"Rifle River.X2013.06.10",20.66982421875,24,2013,"rifle"
"Rifle River.X2013.06.17",23.9365173339844,25,2013,"rifle"
"Rifle River.X2013.06.24",26.0639282226563,26,2013,"rifle"
"Rifle River.X2013.07.01",24.2534729003906,27,2013,"rifle"
"Rifle River.X2013.07.08",26.0777526855469,28,2013,"rifle"
"Rifle River.X2013.07.15",30.1703430175781,29,2013,"rifle"
"Rifle River.X2013.07.22",31.3743835449219,30,2013,"rifle"
"Rifle River.X2013.07.29",28.9016052246094,31,2013,"rifle"
"Rifle River.X2013.08.05",26.26259765625,32,2013,"rifle"
"Rifle River.X2013.08.12",23.360498046875,33,2013,"rifle"
"Rifle River.X2013.08.19",24.8497253417969,34,2013,"rifle"
"Rifle River.X2013.08.26",21.9215637207031,35,2013,"rifle"
"Rifle River.X2013.09.02",17.7862487792969,36,2013,"rifle"
"Rifle River.X2013.09.09",15.5192199707031,37,2013,"rifle"
"Rifle River.X2013.09.16",17.1081481933594,38,2013,"rifle"
"Rifle River.X2013.09.23",16.7799926757813,39,2013,"rifle"
"Rifle River.X2013.09.30",18.5887390136719,40,2013,"rifle"
"Rifle River.X2013.10.07",17.7281433105469,41,2013,"rifle"
"Rifle River.X2013.10.14",14.7862487792969,42,2013,"rifle"
"Rifle River.X2013.10.21",11.5362487792969,43,2013,"rifle"
"Rifle River.X2013.10.28",8.5314880371094,44,2013,"rifle"
"Rifle River.X2013.11.04",3.64608154296877,45,2013,"rifle"
"Rifle River.X2013.11.11",2.26104125976565,46,2013,"rifle"
"Rifle River.X2013.11.18",4.39266357421877,47,2013,"rifle"
"Rifle River.X2013.11.25",3.75496826171877,48,2013,"rifle"
"Rifle River.X2013.12.02",8.26983032226565,49,2013,"rifle"
"Rifle River.X2013.12.09",5.9882751464844,50,2013,"rifle"
"Rifle River.X2013.12.16",1.24117431640627,51,2013,"rifle"
"Rifle River.X2013.12.23",0.291650390625023,52,2013,"rifle"
"Rifle River.X2013.12.30",0.260552978515648,53,2013,"rifle"
"Rifle River.X2014.01.07",0.208947753906273,2,2014,"rifle"
"Rifle River.X2014.01.14",0.198541259765648,3,2014,"rifle"
"Rifle River.X2014.01.21",0.236474609375023,4,2014,"rifle"
"Rifle River.X2014.01.28",0.344628906250023,5,2014,"rifle"
"Rifle River.X2014.02.04",0.342828369140648,6,2014,"rifle"
"Rifle River.X2014.02.11",0.100000000000023,7,2014,"rifle"
"Rifle River.X2014.02.18",0.182000732421898,8,2014,"rifle"
"Rifle River.X2014.02.25",0.181481933593773,9,2014,"rifle"
"Rifle River.X2014.03.04",0.120355224609398,10,2014,"rifle"
"Rifle River.X2014.03.11",0.125207519531273,11,2014,"rifle"
"Rifle River.X2014.03.18",0.131677246093773,12,2014,"rifle"
"Rifle River.X2014.03.25",0.129846191406273,13,2014,"rifle"
"Rifle River.X2014.04.01",0.100000000000023,14,2014,"rifle"
"Rifle River.X2014.04.08",0.100000000000023,15,2014,"rifle"
"Rifle River.X2014.04.15",0.100000000000023,16,2014,"rifle"
"Rifle River.X2014.04.22",4.25481567382815,17,2014,"rifle"
"Rifle River.X2014.04.29",15.8525024414063,18,2014,"rifle"
"Rifle River.X2014.05.06",25.7885070800781,19,2014,"rifle"
"Rifle River.X2014.05.13",22.4616638183594,20,2014,"rifle"
"Rifle River.X2014.05.20",19.0239196777344,21,2014,"rifle"
"Rifle River.X2014.05.27",23.4389282226563,22,2014,"rifle"
"Rifle River.X2014.06.03",27.1724792480469,23,2014,"rifle"
"Rifle River.X2014.06.10",24.9039245605469,24,2014,"rifle"
"Rifle River.X2014.06.17",22.7272888183594,25,2014,"rifle"
"Rifle River.X2014.06.24",23.6349731445313,26,2014,"rifle"
"Rifle River.X2014.07.01",24.0938354492188,27,2014,"rifle"
"Rifle River.X2014.07.08",24.4552856445313,28,2014,"rifle"
"Rifle River.X2014.07.15",25.4501586914063,29,2014,"rifle"
"Rifle River.X2014.07.22",25.1436706542969,30,2014,"rifle"
"Rifle River.X2014.07.29",26.1843200683594,31,2014,"rifle"
"Rifle River.X2014.08.05",24.9466796875,32,2014,"rifle"
"Rifle River.X2014.08.12",26.072900390625,33,2014,"rifle"
"Rifle River.X2014.08.19",24.0618530273438,34,2014,"rifle"
"Rifle River.X2014.08.26",21.64052734375,35,2014,"rifle"
"Rifle River.X2014.09.02",23.3660217285156,36,2014,"rifle"
"Rifle River.X2014.09.09",22.5297790527344,37,2014,"rifle"
"Rifle River.X2014.09.16",20.410546875,38,2014,"rifle"
"Rifle River.X2014.09.23",19.3369995117188,39,2014,"rifle"
"Rifle River.X2014.09.30",22.046044921875,40,2014,"rifle"
"Rifle River.X2014.10.07",17.3617492675781,41,2014,"rifle"
"Rifle River.X2014.10.14",14.7603698730469,42,2014,"rifle"
"Rifle River.X2014.10.21",12.6148620605469,43,2014,"rifle"
"Rifle River.X2014.10.28",13.5442443847656,44,2014,"rifle"
"Rifle River.X2014.11.04",14.5423522949219,45,2014,"rifle"
"Rifle River.X2014.11.11",8.0397888183594,46,2014,"rifle"
"Rifle River.X2014.11.18",5.88985595703127,47,2014,"rifle"
"Rifle River.X2014.11.25",2.25176391601565,48,2014,"rifle"
"Rifle River.X2014.12.02",1.91790161132815,49,2014,"rifle"
"Rifle River.X2014.12.09",3.1645446777344,50,2014,"rifle"
"Rifle River.X2014.12.16",1.32515869140627,51,2014,"rifle"
"Rifle River.X2014.12.23",1.47637329101565,52,2014,"rifle"
"Rifle River.X2014.12.30",2.5456481933594,53,2014,"rifle"
"Rifle River.X2015.01.07",2.40151367187502,2,2015,"rifle"
"Rifle River.X2015.01.14",1.64165649414065,3,2015,"rifle"
"Rifle River.X2015.01.21",0.346398925781273,4,2015,"rifle"
"Rifle River.X2015.01.28",0.401910400390648,5,2015,"rifle"
"Rifle River.X2015.02.04",0.314691162109398,6,2015,"rifle"
"Rifle River.X2015.02.11",0.294519042968773,7,2015,"rifle"
"Rifle River.X2015.02.18",0.216363525390648,8,2015,"rifle"
"Rifle River.X2015.02.25",0.165826416015648,9,2015,"rifle"
"Rifle River.X2015.03.04",0.156304931640648,10,2015,"rifle"
"Rifle River.X2015.03.11",0.874841308593773,11,2015,"rifle"
"Rifle River.X2015.03.18",3.28261718750002,12,2015,"rifle"
"Rifle River.X2015.03.25",3.57540283203127,13,2015,"rifle"
"Rifle River.X2015.04.01",6.26381835937502,14,2015,"rifle"
"Rifle River.X2015.04.08",7.98992309570315,15,2015,"rifle"
"Rifle River.X2015.04.15",7.2759948730469,16,2015,"rifle"
"Rifle River.X2015.04.22",8.94014892578127,17,2015,"rifle"
"Rifle River.X2015.04.29",10.2163635253906,18,2015,"rifle"
"Rifle River.X2015.05.06",12.7800231933594,19,2015,"rifle"
"Rifle River.X2015.05.13",12.3315063476563,20,2015,"rifle"
"Rifle River.X2015.05.20",16.4934936523438,21,2015,"rifle"
"Rifle River.X2015.05.27",17.4283081054688,22,2015,"rifle"
"Rifle River.X2015.06.03",18.5594421386719,23,2015,"rifle"
"Rifle River.X2015.06.10",21.4779296875,24,2015,"rifle"
"Rifle River.X2015.06.17",24.6005798339844,25,2015,"rifle"
"Rifle River.X2015.06.24",26.0895629882813,26,2015,"rifle"
"Rifle River.X2015.07.01",26.8059020996094,27,2015,"rifle"
"Rifle River.X2015.07.08",25.9953247070313,28,2015,"rifle"
"Rifle River.X2015.07.15",27.129296875,29,2015,"rifle"
"Rifle River.X2015.07.22",29.1993347167969,30,2015,"rifle"
"Rifle River.X2015.07.29",32.3356872558594,31,2015,"rifle"
"Rifle River.X2015.08.05",30.4755798339844,32,2015,"rifle"
"Rifle River.X2015.08.12",27.2470336914063,33,2015,"rifle"
"Rifle River.X2015.08.19",27.519921875,34,2015,"rifle"
"Rifle River.X2015.08.26",26.0363403320313,35,2015,"rifle"
"Rifle River.X2015.09.02",23.4766174316406,36,2015,"rifle"
"Rifle River.X2015.09.09",22.7606140136719,37,2015,"rifle"
"Rifle River.X2015.09.16",21.6817565917969,38,2015,"rifle"
"Rifle River.X2015.09.23",20.1109558105469,39,2015,"rifle"
"Rifle River.X2015.09.30",17.8203674316406,40,2015,"rifle"
"Rifle River.X2015.10.07",14.2653137207031,41,2015,"rifle"
"Rifle River.X2015.10.14",11.6671691894531,42,2015,"rifle"
"Rifle River.X2015.10.21",14.6417785644531,43,2015,"rifle"
"Rifle River.X2015.10.28",8.34270629882815,44,2015,"rifle"
"Rifle River.X2015.11.04",4.20546875000002,45,2015,"rifle"
"Rifle River.X2015.11.11",12.9754577636719,46,2015,"rifle"
"Rifle River.X2015.11.18",11.6874633789063,47,2015,"rifle"
"Rifle River.X2015.11.25",7.89034423828127,48,2015,"rifle"
"Rifle River.X2015.12.02",8.80642089843752,49,2015,"rifle"
"Rifle River.X2015.12.09",7.2982116699219,50,2015,"rifle"
"Rifle River.X2015.12.16",4.9278503417969,51,2015,"rifle"
"Rifle River.X2015.12.23",3.51482543945315,52,2015,"rifle"
"Rifle River.X2015.12.30",1.39705810546877,53,2015,"rifle"
"Rifle River.X2016.01.07",1.13237915039065,2,2016,"rifle"
"Rifle River.X2016.01.14",0.364617919921898,3,2016,"rifle"
"Rifle River.X2016.01.21",0.109918212890648,4,2016,"rifle"
"Rifle River.X2016.01.28",0.100000000000023,5,2016,"rifle"
"Rifle River.X2016.02.04",0.487725830078148,6,2016,"rifle"
"Rifle River.X2016.02.11",5.83138427734377,7,2016,"rifle"
"Rifle River.X2016.02.18",6.53206787109377,8,2016,"rifle"
"Rifle River.X2016.02.25",2.94243774414065,9,2016,"rifle"
"Rifle River.X2016.03.03",3.99505004882815,10,2016,"rifle"
"Rifle River.X2016.03.10",4.3265319824219,11,2016,"rifle"
"Rifle River.X2016.03.17",7.1170593261719,12,2016,"rifle"
"Rifle River.X2016.03.24",8.38555297851565,13,2016,"rifle"
"Rifle River.X2016.03.31",6.8138366699219,14,2016,"rifle"
"Rifle River.X2016.04.07",7.3550964355469,15,2016,"rifle"
"Rifle River.X2016.04.14",9.16756591796877,16,2016,"rifle"
"Rifle River.X2016.04.21",13.7857604980469,17,2016,"rifle"
"Rifle River.X2016.04.28",14.1294799804688,18,2016,"rifle"
"Rifle River.X2016.05.05",11.1860290527344,19,2016,"rifle"
"Rifle River.X2016.05.12",15.5402160644531,20,2016,"rifle"
"Rifle River.X2016.05.19",21.7931762695313,21,2016,"rifle"
"Rifle River.X2016.05.26",20.9695678710938,22,2016,"rifle"
"Rifle River.X2016.06.02",27.6581359863281,23,2016,"rifle"
"Rifle River.X2016.06.09",29.41103515625,24,2016,"rifle"
"Rifle River.X2016.06.16",26.6599670410156,25,2016,"rifle"
"Rifle River.X2016.06.23",25.6693054199219,26,2016,"rifle"
"Rifle River.X2016.06.30",30.0181518554688,27,2016,"rifle"
"Rifle River.X2016.07.07",31.2248474121094,28,2016,"rifle"
"Rifle River.X2016.07.14",30.2271057128906,29,2016,"rifle"
"Rifle River.X2016.07.21",31.7477966308594,30,2016,"rifle"
"Rifle River.X2016.07.28",32.2524963378906,31,2016,"rifle"
"Rifle River.X2016.08.04",30.2435852050781,32,2016,"rifle"
"Rifle River.X2016.08.11",25.7847839355469,33,2016,"rifle"
"Rifle River.X2016.08.18",23.7643676757813,34,2016,"rifle"
"Rifle River.X2016.08.25",25.7294250488281,35,2016,"rifle"
"Rifle River.X2016.09.01",25.0615783691406,36,2016,"rifle"
"Rifle River.X2016.09.08",24.3766723632813,37,2016,"rifle"
"Rifle River.X2016.09.15",27.3939147949219,38,2016,"rifle"
"Rifle River.X2016.09.22",25.5275207519531,39,2016,"rifle"
"Rifle River.X2016.09.29",23.5693298339844,40,2016,"rifle"
"Rifle River.X2016.10.06",22.667626953125,41,2016,"rifle"
"Rifle River.X2016.10.13",17.9966674804688,42,2016,"rifle"
"Rifle River.X2016.10.20",17.1119934082031,43,2016,"rifle"
"Rifle River.X2016.10.27",16.1258483886719,44,2016,"rifle"
"Rifle River.X2016.11.03",9.72353515625002,45,2016,"rifle"
"Rifle River.X2016.11.10",7.88076171875002,46,2016,"rifle"
"Rifle River.X2016.11.17",11.3238159179688,47,2016,"rifle"
"Rifle River.X2016.11.24",9.41399536132815,48,2016,"rifle"
"Rifle River.X2016.12.01",3.75167236328127,49,2016,"rifle"
"Rifle River.X2016.12.08",5.85018310546877,50,2016,"rifle"
"Rifle River.X2016.12.15",2.35915527343752,51,2016,"rifle"
"Rifle River.X2016.12.22",4.12603149414065,52,2016,"rifle"
"Rifle River.X2016.12.29",2.8154235839844,53,2016,"rifle"
"Rifle River.X2017.01.07",0.184991455078148,2,2017,"rifle"
"Rifle River.X2017.01.14",1.01198730468752,3,2017,"rifle"
"Rifle River.X2017.01.21",0.955743408203148,4,2017,"rifle"
"Rifle River.X2017.01.28",1.58977661132815,5,2017,"rifle"
"Rifle River.X2017.02.04",0.401055908203148,6,2017,"rifle"
"Rifle River.X2017.02.11",0.169946289062523,7,2017,"rifle"
"Rifle River.X2017.02.18",2.51909790039065,8,2017,"rifle"
"Rifle River.X2017.02.25",9.62603149414065,9,2017,"rifle"
"Rifle River.X2017.03.04",6.59282836914065,10,2017,"rifle"
"Rifle River.X2017.03.11",5.2009216308594,11,2017,"rifle"
"Rifle River.X2017.03.18",5.39556274414065,12,2017,"rifle"
"Rifle River.X2017.03.25",10.0640502929688,13,2017,"rifle"
"Rifle River.X2017.04.01",10.1046081542969,14,2017,"rifle"
"Rifle River.X2017.04.08",11.1346374511719,15,2017,"rifle"
"Rifle River.X2017.04.15",9.81755981445315,16,2017,"rifle"
"Rifle River.X2017.04.22",9.18203125000002,17,2017,"rifle"
"Rifle River.X2017.04.29",11.8820129394531,18,2017,"rifle"
"Rifle River.X2017.05.06",15.5436340332031,19,2017,"rifle"
"Rifle River.X2017.05.13",15.4493957519531,20,2017,"rifle"
"Rifle River.X2017.05.20",15.526513671875,21,2017,"rifle"
"Rifle River.X2017.05.27",16.7780090332031,22,2017,"rifle"
"Rifle River.X2017.06.03",18.9359069824219,23,2017,"rifle"
"Rifle River.X2017.06.10",19.5632263183594,24,2017,"rifle"
"Rifle River.X2017.06.17",19.6850524902344,25,2017,"rifle"
"Rifle River.X2017.06.24",20.2020812988281,26,2017,"rifle"
"Rifle River.X2017.07.01",21.5815979003906,27,2017,"rifle"
"Rifle River.X2017.07.08",25.5293518066406,28,2017,"rifle"
"Rifle River.X2017.07.15",28.5082946777344,29,2017,"rifle"
"Rifle River.X2017.07.22",29.1012817382813,30,2017,"rifle"
"Rifle River.X2017.07.29",28.8627258300781,31,2017,"rifle"
"Rifle River.X2017.08.05",28.152490234375,32,2017,"rifle"
"Rifle River.X2017.08.12",27.8210083007813,33,2017,"rifle"
"Rifle River.X2017.08.19",28.9186645507813,34,2017,"rifle"
"Rifle River.X2017.08.26",28.0835815429688,35,2017,"rifle"
"Rifle River.X2017.09.02",24.944482421875,36,2017,"rifle"
"Rifle River.X2017.09.09",24.1199584960938,37,2017,"rifle"
"Rifle River.X2017.09.16",23.7315612792969,38,2017,"rifle"
"Rifle River.X2017.09.23",21.5978637695313,39,2017,"rifle"
"Rifle River.X2017.09.30",19.0306640625,40,2017,"rifle"
"Rifle River.X2017.10.07",19.1164489746094,41,2017,"rifle"
"Rifle River.X2017.10.14",19.1714416503906,42,2017,"rifle"
"Rifle River.X2017.10.21",14.0941101074219,43,2017,"rifle"
"Rifle River.X2017.10.28",9.7609802246094,44,2017,"rifle"
"Rifle River.X2017.11.04",11.0611511230469,45,2017,"rifle"
"Rifle River.X2017.11.11",10.5986267089844,46,2017,"rifle"
"Rifle River.X2017.11.18",7.5226989746094,47,2017,"rifle"
"Rifle River.X2017.11.25",4.79671630859377,48,2017,"rifle"
"Rifle River.X2017.12.02",2.24099121093752,49,2017,"rifle"
"Rifle River.X2017.12.09",2.0307556152344,50,2017,"rifle"
"Rifle River.X2017.12.16",5.04567871093752,51,2017,"rifle"
"Rifle River.X2017.12.23",3.8444763183594,52,2017,"rifle"
"Rifle River.X2017.12.30",2.4395690917969,53,2017,"rifle"
"Rifle River.X2018.01.07",1.07613525390627,2,2018,"rifle"
"Rifle River.X2018.01.14",0.943750000000023,3,2018,"rifle"
"Rifle River.X2018.01.21",2.5357604980469,4,2018,"rifle"
"Rifle River.X2018.01.28",1.04909667968752,5,2018,"rifle"
"Rifle River.X2018.02.04",0.301202392578148,6,2018,"rifle"
"Rifle River.X2018.02.11",0.377801513671898,7,2018,"rifle"
"Rifle River.X2018.02.18",0.202386474609398,8,2018,"rifle"
"Rifle River.X2018.02.25",0.234979248046898,9,2018,"rifle"
"Rifle River.X2018.03.04",0.113916015625023,10,2018,"rifle"
"Rifle River.X2018.03.11",0.143670654296898,11,2018,"rifle"
"Rifle River.X2018.03.18",0.124353027343773,12,2018,"rifle"
"Rifle River.X2018.03.25",0.397546386718773,13,2018,"rifle"
"Rifle River.X2018.04.01",3.23470458984377,14,2018,"rifle"
"Rifle River.X2018.04.08",3.65715942382815,15,2018,"rifle"
"Rifle River.X2018.04.15",5.62484130859377,16,2018,"rifle"
"Rifle River.X2018.04.22",6.0079284667969,17,2018,"rifle"
"Rifle River.X2018.04.29",8.78801879882815,18,2018,"rifle"
"Rifle River.X2018.05.06",11.3150268554688,19,2018,"rifle"
"Rifle River.X2018.05.13",13.13662109375,20,2018,"rifle"
"Rifle River.X2018.05.20",17.1230407714844,21,2018,"rifle"
"Rifle River.X2018.05.27",19.0960021972656,22,2018,"rifle"
"Rifle River.X2018.06.03",18.7913146972656,23,2018,"rifle"
"Rifle River.X2018.06.10",20.5397277832031,24,2018,"rifle"
"Rifle River.X2018.06.17",22.6601501464844,25,2018,"rifle"
"Rifle River.X2018.06.24",22.4168334960938,26,2018,"rifle"
"Rifle River.X2018.07.01",22.7298217773438,27,2018,"rifle"
"Rifle River.X2018.07.08",24.5220275878906,28,2018,"rifle"
"Rifle River.X2018.07.15",26.4885192871094,29,2018,"rifle"
"Rifle River.X2018.07.22",26.746728515625,30,2018,"rifle"
"Rifle River.X2018.07.29",27.1291137695313,31,2018,"rifle"
"Rifle River.X2018.08.05",28.1523376464844,32,2018,"rifle"
"Rifle River.X2018.08.12",26.4948059082031,33,2018,"rifle"
"Rifle River.X2018.08.19",21.2609191894531,34,2018,"rifle"
"Rifle River.X2018.08.26",21.7962280273438,35,2018,"rifle"
"Rifle River.X2018.09.02",23.0674377441406,36,2018,"rifle"
"Rifle River.X2018.09.09",22.834619140625,37,2018,"rifle"
"Rifle River.X2018.09.16",21.945458984375,38,2018,"rifle"
"Rifle River.X2018.09.23",22.610498046875,39,2018,"rifle"
"Rifle River.X2018.09.30",23.0930114746094,40,2018,"rifle"
"Rifle River.X2018.10.07",19.3660827636719,41,2018,"rifle"
"Rifle River.X2018.10.14",14.3415466308594,42,2018,"rifle"
"Rifle River.X2018.10.21",15.8406311035156,43,2018,"rifle"
"Rifle River.X2018.10.28",12.8812194824219,44,2018,"rifle"
"Rifle River.X2018.11.04",5.47445068359377,45,2018,"rifle"
"Rifle River.X2018.11.11",7.01864013671877,46,2018,"rifle"
"Rifle River.X2018.11.18",5.1342712402344,47,2018,"rifle"
"Rifle River.X2018.11.25",5.91671142578127,48,2018,"rifle"
"Rifle River.X2018.12.02",3.56380615234377,49,2018,"rifle"
"Rifle River.X2018.12.09",3.76516113281252,50,2018,"rifle"
"Rifle River.X2018.12.16",2.64043579101565,51,2018,"rifle"
"Rifle River.X2018.12.23",1.4741149902344,52,2018,"rifle"
"Rifle River.X2018.12.30",2.17855224609377,53,2018,"rifle"
"Rifle River.X2019.01.07",1.08834228515627,2,2019,"rifle"
"Rifle River.X2019.01.14",0.442376708984398,3,2019,"rifle"
"Rifle River.X2019.01.21",0.645806884765648,4,2019,"rifle"
"Rifle River.X2019.01.28",0.275476074218773,5,2019,"rifle"
"Rifle River.X2019.02.04",0.187066650390648,6,2019,"rifle"
"Rifle River.X2019.02.11",0.143334960937523,7,2019,"rifle"
"Rifle River.X2019.02.18",0.178918457031273,8,2019,"rifle"
"Rifle River.X2019.02.25",0.277825927734398,9,2019,"rifle"
"Rifle River.X2019.03.04",0.184808349609398,10,2019,"rifle"
"Rifle River.X2019.03.11",0.354760742187523,11,2019,"rifle"
"Rifle River.X2019.03.18",2.9796081542969,12,2019,"rifle"
"Rifle River.X2019.03.25",7.0955749511719,13,2019,"rifle"
"Rifle River.X2019.04.01",9.24929199218752,14,2019,"rifle"
"Rifle River.X2019.04.08",11.0010009765625,15,2019,"rifle"
"Rifle River.X2019.04.15",16.7214294433594,16,2019,"rifle"
"Rifle River.X2019.04.22",16.3620544433594,17,2019,"rifle"
"Rifle River.X2019.04.29",18.7431579589844,18,2019,"rifle"
"Rifle River.X2019.05.06",20.1981140136719,19,2019,"rifle"
"Rifle River.X2019.05.13",16.7429138183594,20,2019,"rifle"
"Rifle River.X2019.05.20",19.6304870605469,21,2019,"rifle"
"Rifle River.X2019.05.27",21.7195373535156,22,2019,"rifle"
"Rifle River.X2019.06.03",22.1063171386719,23,2019,"rifle"
"Rifle River.X2019.06.10",26.8974548339844,24,2019,"rifle"
"Rifle River.X2019.06.17",25.585595703125,25,2019,"rifle"
"Rifle River.X2019.06.24",27.0038391113281,26,2019,"rifle"
"Rifle River.X2019.07.01",28.5053344726563,27,2019,"rifle"
"Rifle River.X2019.07.08",34.4541870117188,28,2019,"rifle"
"Rifle River.X2019.07.15",36.1021667480469,29,2019,"rifle"
"Rifle River.X2019.07.22",33.34951171875,30,2019,"rifle"
"Rifle River.X2019.07.29",30.5854125976563,31,2019,"rifle"
"Rifle River.X2019.08.05",29.4906860351563,32,2019,"rifle"
"Rifle River.X2019.08.12",29.9565368652344,33,2019,"rifle"
"Rifle River.X2019.08.19",24.0741516113281,34,2019,"rifle"
"Rifle River.X2019.08.26",23.6189514160156,35,2019,"rifle"
"Rifle River.X2019.09.02",25.6037536621094,36,2019,"rifle"
"Rifle River.X2019.09.09",22.2368103027344,37,2019,"rifle"
"Rifle River.X2019.09.16",22.8438659667969,38,2019,"rifle"
"Rifle River.X2019.09.23",20.6822143554688,39,2019,"rifle"
"Rifle River.X2019.09.30",18.4973999023438,40,2019,"rifle"
"Rifle River.X2019.10.07",17.2405944824219,41,2019,"rifle"
"Rifle River.X2019.10.14",14.4477172851563,42,2019,"rifle"
"Rifle River.X2019.10.21",13.2137084960938,43,2019,"rifle"
"Rifle River.X2019.10.28",10.3203674316406,44,2019,"rifle"
"Rifle River.X2019.11.04",9.73333129882815,45,2019,"rifle"
"Rifle River.X2019.11.11",11.77626953125,46,2019,"rifle"
"Rifle River.X2019.11.18",9.0058532714844,47,2019,"rifle"
"Rifle River.X2019.11.25",5.11055908203127,48,2019,"rifle"
"Rifle River.X2019.12.02",2.3266540527344,49,2019,"rifle"
"Rifle River.X2019.12.09",4.2695251464844,50,2019,"rifle"
"Rifle River.X2019.12.16",3.35344848632815,51,2019,"rifle"
"Rifle River.X2019.12.23",1.80129394531252,52,2019,"rifle"
"Rifle River.X2019.12.30",4.85726318359377,53,2019,"rifle"
"Saginaw River.X2011.01.07",4.7464538574219,2,2011,"saginaw"
"Saginaw River.X2011.01.14",4.45107421875002,3,2011,"saginaw"
"Saginaw River.X2011.01.21",6.54708251953127,4,2011,"saginaw"
"Saginaw River.X2011.01.28",8.27095947265627,5,2011,"saginaw"
"Saginaw River.X2011.02.04",8.37813720703127,6,2011,"saginaw"
"Saginaw River.X2011.02.11",9.04094848632815,7,2011,"saginaw"
"Saginaw River.X2011.02.18",8.67086181640627,8,2011,"saginaw"
"Saginaw River.X2011.02.25",8.34456787109377,9,2011,"saginaw"
"Saginaw River.X2011.03.04",8.45211181640627,10,2011,"saginaw"
"Saginaw River.X2011.03.11",9.1424499511719,11,2011,"saginaw"
"Saginaw River.X2011.03.18",9.27642211914065,12,2011,"saginaw"
"Saginaw River.X2011.03.25",8.5220886230469,13,2011,"saginaw"
"Saginaw River.X2011.04.01",9.2209411621094,14,2011,"saginaw"
